User      	: DESKTOP-OH6NMV2
File Name 	: -----
Real Time 	: 300 Sec
Live Time 	: 295.799 Sec
Dead Time 	: 4.201 Sec
Date      	: 14-10-2025
-------------------------------------------------------------------------------------------------

Channel	Counts
0      	0
1      	0
2      	0
3      	0
4      	2106
5      	2765
6      	2699
7      	2871
8      	2687
9      	2553
10     	2680
11     	2648
12     	2707
13     	2901
14     	2812
15     	2924
16     	2892
17     	3088
18     	3081
19     	3277
20     	3363
21     	3419
22     	3334
23     	3256
24     	3039
25     	2952
26     	2888
27     	2667
28     	2658
29     	2681
30     	2629
31     	2582
32     	2614
33     	2615
34     	2636
35     	2559
36     	2704
37     	2644
38     	2763
39     	2732
40     	2794
41     	2743
42     	2737
43     	2667
44     	2708
45     	2732
46     	2747
47     	2772
48     	2662
49     	2764
50     	2755
51     	2918
52     	2898
53     	2956
54     	2966
55     	3101
56     	3174
57     	3252
58     	3432
59     	3567
60     	3592
61     	3773
62     	3676
63     	3788
64     	3788
65     	3819
66     	3770
67     	3719
68     	3659
69     	3666
70     	3691
71     	3510
72     	3476
73     	3331
74     	3515
75     	3385
76     	3240
77     	3224
78     	3172
79     	3064
80     	3194
81     	3168
82     	3204
83     	3104
84     	3062
85     	3054
86     	2992
87     	2921
88     	2952
89     	2931
90     	3012
91     	2840
92     	2791
93     	2838
94     	2689
95     	2789
96     	2754
97     	2745
98     	2699
99     	2688
100    	2619
101    	2590
102    	2634
103    	2623
104    	2700
105    	2571
106    	2680
107    	2594
108    	2578
109    	2535
110    	2524
111    	2614
112    	2620
113    	2556
114    	2520
115    	2510
116    	2538
117    	2486
118    	2563
119    	2393
120    	2470
121    	2557
122    	2419
123    	2368
124    	2478
125    	2530
126    	2462
127    	2402
128    	2470
129    	2365
130    	2483
131    	2496
132    	2431
133    	2404
134    	2441
135    	2400
136    	2423
137    	2486
138    	2426
139    	2383
140    	2381
141    	2342
142    	2414
143    	2432
144    	2351
145    	2434
146    	2391
147    	2377
148    	2337
149    	2327
150    	2422
151    	2442
152    	2352
153    	2401
154    	2340
155    	2473
156    	2470
157    	2419
158    	2339
159    	2366
160    	2444
161    	2398
162    	2534
163    	2362
164    	2356
165    	2398
166    	2473
167    	2426
168    	2543
169    	2352
170    	2439
171    	2406
172    	2420
173    	2569
174    	2328
175    	2415
176    	2410
177    	2454
178    	2378
179    	2385
180    	2416
181    	2443
182    	2497
183    	2441
184    	2378
185    	2446
186    	2526
187    	2458
188    	2485
189    	2477
190    	2426
191    	2488
192    	2503
193    	2486
194    	2510
195    	2530
196    	2584
197    	2517
198    	2613
199    	2548
200    	2612
201    	2644
202    	2597
203    	2501
204    	2578
205    	2622
206    	2618
207    	2659
208    	2653
209    	2692
210    	2624
211    	2801
212    	2673
213    	2660
214    	2703
215    	2776
216    	2732
217    	2799
218    	2775
219    	2764
220    	2781
221    	2798
222    	2778
223    	2752
224    	2766
225    	2818
226    	2912
227    	2759
228    	2784
229    	2731
230    	2757
231    	2821
232    	2856
233    	2860
234    	2711
235    	2735
236    	2828
237    	2881
238    	2846
239    	2846
240    	2751
241    	2844
242    	2741
243    	2689
244    	2774
245    	2817
246    	2763
247    	2731
248    	2715
249    	2678
250    	2658
251    	2620
252    	2667
253    	2594
254    	2527
255    	2586
256    	2439
257    	2491
258    	2369
259    	2313
260    	2330
261    	2256
262    	2221
263    	2184
264    	2136
265    	2159
266    	2073
267    	2083
268    	2033
269    	2056
270    	1889
271    	1889
272    	1960
273    	1913
274    	1923
275    	1892
276    	1886
277    	1931
278    	1814
279    	1925
280    	2057
281    	2081
282    	2069
283    	2106
284    	2239
285    	2235
286    	2353
287    	2434
288    	2526
289    	2627
290    	2756
291    	2864
292    	3061
293    	3093
294    	3237
295    	3461
296    	3557
297    	3605
298    	3832
299    	4044
300    	4057
301    	4294
302    	4327
303    	4395
304    	4577
305    	4655
306    	4577
307    	4643
308    	4607
309    	4581
310    	4502
311    	4535
312    	4457
313    	4337
314    	4221
315    	4141
316    	3998
317    	3888
318    	3705
319    	3598
320    	3484
321    	3303
322    	3347
323    	3109
324    	2914
325    	2843
326    	2851
327    	2796
328    	2722
329    	2619
330    	2605
331    	2516
332    	2562
333    	2550
334    	2514
335    	2610
336    	2628
337    	2691
338    	2765
339    	2862
340    	2878
341    	2903
342    	3061
343    	3121
344    	3064
345    	3229
346    	3107
347    	3317
348    	3197
349    	3370
350    	3309
351    	3175
352    	3144
353    	3132
354    	3029
355    	3088
356    	2963
357    	2786
358    	2782
359    	2577
360    	2553
361    	2404
362    	2322
363    	2162
364    	2029
365    	1982
366    	1862
367    	1762
368    	1537
369    	1461
370    	1416
371    	1304
372    	1175
373    	1087
374    	1021
375    	982
376    	782
377    	745
378    	686
379    	579
380    	541
381    	506
382    	445
383    	382
384    	393
385    	349
386    	309
387    	294
388    	271
389    	238
390    	253
391    	217
392    	213
393    	206
394    	180
395    	177
396    	162
397    	181
398    	162
399    	148
400    	195
401    	205
402    	151
403    	146
404    	174
405    	162
406    	153
407    	167
408    	155
409    	178
410    	165
411    	173
412    	140
413    	164
414    	189
415    	135
416    	155
417    	177
418    	156
419    	176
420    	171
421    	151
422    	162
423    	149
424    	156
425    	144
426    	144
427    	150
428    	144
429    	142
430    	119
431    	127
432    	140
433    	162
434    	174
435    	144
436    	148
437    	129
438    	125
439    	139
440    	145
441    	158
442    	150
443    	142
444    	141
445    	132
446    	138
447    	148
448    	136
449    	129
450    	134
451    	124
452    	141
453    	97
454    	135
455    	138
456    	127
457    	143
458    	110
459    	129
460    	118
461    	134
462    	122
463    	120
464    	119
465    	128
466    	123
467    	130
468    	136
469    	128
470    	130
471    	130
472    	131
473    	121
474    	113
475    	121
476    	118
477    	120
478    	105
479    	114
480    	120
481    	122
482    	132
483    	133
484    	115
485    	101
486    	101
487    	105
488    	106
489    	103
490    	101
491    	116
492    	106
493    	111
494    	115
495    	111
496    	98
497    	123
498    	93
499    	106
500    	121
501    	109
502    	103
503    	95
504    	116
505    	107
506    	97
507    	107
508    	101
509    	105
510    	101
511    	106
512    	111
513    	94
514    	94
515    	101
516    	117
517    	96
518    	86
519    	79
520    	109
521    	94
522    	81
523    	100
524    	85
525    	92
526    	90
527    	97
528    	101
529    	96
530    	91
531    	98
532    	80
533    	91
534    	104
535    	108
536    	109
537    	100
538    	87
539    	111
540    	108
541    	97
542    	88
543    	79
544    	100
545    	100
546    	91
547    	87
548    	85
549    	92
550    	93
551    	102
552    	95
553    	87
554    	96
555    	81
556    	81
557    	85
558    	92
559    	80
560    	85
561    	93
562    	92
563    	97
564    	104
565    	77
566    	87
567    	97
568    	85
569    	81
570    	86
571    	79
572    	73
573    	86
574    	95
575    	91
576    	90
577    	101
578    	80
579    	75
580    	97
581    	89
582    	86
583    	85
584    	82
585    	68
586    	73
587    	74
588    	71
589    	64
590    	88
591    	85
592    	75
593    	79
594    	53
595    	84
596    	64
597    	59
598    	75
599    	73
600    	68
601    	76
602    	69
603    	57
604    	63
605    	63
606    	43
607    	56
608    	57
609    	82
610    	56
611    	52
612    	58
613    	55
614    	46
615    	34
616    	46
617    	50
618    	45
619    	48
620    	53
621    	47
622    	35
623    	42
624    	42
625    	41
626    	31
627    	51
628    	35
629    	41
630    	41
631    	48
632    	43
633    	47
634    	43
635    	42
636    	51
637    	34
638    	51
639    	52
640    	56
641    	55
642    	46
643    	65
644    	56
645    	45
646    	57
647    	57
648    	66
649    	52
650    	65
651    	54
652    	75
653    	84
654    	77
655    	81
656    	78
657    	72
658    	85
659    	77
660    	76
661    	65
662    	88
663    	69
664    	60
665    	69
666    	79
667    	77
668    	73
669    	67
670    	67
671    	85
672    	68
673    	55
674    	59
675    	67
676    	42
677    	50
678    	46
679    	49
680    	47
681    	36
682    	43
683    	40
684    	44
685    	41
686    	34
687    	31
688    	31
689    	32
690    	23
691    	34
692    	22
693    	19
694    	15
695    	19
696    	20
697    	18
698    	7
699    	11
700    	16
701    	17
702    	14
703    	12
704    	13
705    	6
706    	10
707    	11
708    	7
709    	3
710    	5
711    	3
712    	5
713    	7
714    	3
715    	0
716    	3
717    	2
718    	4
719    	0
720    	7
721    	4
722    	2
723    	3
724    	1
725    	2
726    	3
727    	0
728    	2
729    	1
730    	1
731    	5
732    	2
733    	2
734    	0
735    	3
736    	1
737    	2
738    	1
739    	0
740    	0
741    	0
742    	1
743    	1
744    	0
745    	4
746    	1
747    	0
748    	1
749    	3
750    	3
751    	0
752    	1
753    	0
754    	1
755    	0
756    	0
757    	2
758    	1
759    	5
760    	2
761    	2
762    	0
763    	3
764    	1
765    	0
766    	1
767    	0
768    	0
769    	1
770    	0
771    	1
772    	1
773    	1
774    	1
775    	1
776    	1
777    	1
778    	1
779    	2
780    	3
781    	1
782    	1
783    	0
784    	0
785    	0
786    	1
787    	0
788    	0
789    	1
790    	1
791    	0
792    	1
793    	0
794    	1
795    	0
796    	0
797    	1
798    	1
799    	0
800    	2
801    	0
802    	1
803    	1
804    	1
805    	0
806    	0
807    	1
808    	1
809    	2
810    	1
811    	0
812    	1
813    	1
814    	0
815    	1
816    	0
817    	1
818    	1
819    	1
820    	2
821    	0
822    	2
823    	1
824    	1
825    	0
826    	0
827    	0
828    	1
829    	0
830    	1
831    	0
832    	1
833    	3
834    	1
835    	1
836    	1
837    	1
838    	0
839    	2
840    	0
841    	0
842    	1
843    	0
844    	0
845    	1
846    	0
847    	0
848    	0
849    	1
850    	1
851    	0
852    	1
853    	2
854    	0
855    	1
856    	0
857    	2
858    	1
859    	2
860    	0
861    	1
862    	1
863    	0
864    	0
865    	2
866    	1
867    	0
868    	0
869    	1
870    	1
871    	0
872    	0
873    	1
874    	0
875    	0
876    	0
877    	1
878    	1
879    	0
880    	0
881    	0
882    	0
883    	0
884    	0
885    	0
886    	0
887    	0
888    	2
889    	0
890    	1
891    	1
892    	0
893    	0
894    	0
895    	0
896    	1
897    	0
898    	0
899    	0
900    	0
901    	1
902    	0
903    	1
904    	2
905    	0
906    	0
907    	0
908    	0
909    	1
910    	0
911    	1
912    	0
913    	0
914    	0
915    	0
916    	0
917    	0
918    	0
919    	0
920    	0
921    	1
922    	0
923    	0
924    	0
925    	1
926    	1
927    	0
928    	0
929    	0
930    	0
931    	0
932    	0
933    	1
934    	0
935    	0
936    	0
937    	0
938    	0
939    	1
940    	0
941    	1
942    	0
943    	0
944    	0
945    	0
946    	1
947    	0
948    	0
949    	0
