User      	: DESKTOP-OH6NMV2
File Name 	: -----
Real Time 	: 600 Sec
Live Time 	: 593.775 Sec
Dead Time 	: 6.225 Sec
Date      	: 07-10-2025
-------------------------------------------------------------------------------------------------

Channel	Counts
0      	0
1      	0
2      	0
3      	0
4      	3822
5      	5246
6      	5893
7      	6314
8      	6714
9      	7132
10     	7301
11     	7568
12     	7911
13     	8373
14     	8672
15     	8840
16     	8583
17     	8382
18     	7928
19     	7712
20     	7433
21     	7058
22     	7313
23     	7248
24     	7206
25     	7202
26     	7128
27     	7223
28     	7386
29     	7557
30     	7486
31     	7558
32     	7471
33     	7392
34     	7530
35     	7648
36     	7761
37     	7985
38     	8260
39     	8338
40     	8669
41     	8936
42     	9536
43     	9832
44     	10298
45     	10239
46     	10335
47     	10442
48     	10334
49     	10305
50     	10094
51     	9833
52     	9613
53     	9302
54     	9421
55     	9205
56     	8894
57     	8974
58     	8680
59     	8679
60     	8563
61     	8558
62     	8390
63     	8288
64     	8279
65     	8099
66     	7941
67     	7884
68     	7756
69     	7655
70     	7580
71     	7390
72     	7490
73     	7415
74     	7274
75     	7390
76     	7349
77     	7282
78     	7155
79     	7002
80     	7269
81     	7125
82     	7131
83     	7043
84     	6977
85     	6903
86     	6865
87     	7045
88     	6747
89     	6938
90     	6863
91     	6811
92     	6773
93     	6856
94     	6956
95     	6703
96     	6725
97     	6980
98     	6818
99     	7000
100    	6796
101    	6652
102    	6894
103    	6735
104    	6860
105    	6696
106    	6688
107    	6598
108    	6768
109    	6789
110    	6840
111    	6555
112    	6650
113    	6702
114    	6735
115    	6752
116    	6692
117    	6835
118    	6609
119    	6748
120    	6693
121    	6601
122    	6944
123    	6814
124    	6689
125    	6781
126    	6615
127    	6759
128    	6824
129    	6882
130    	6944
131    	6817
132    	6796
133    	7036
134    	6816
135    	7034
136    	6942
137    	6780
138    	6988
139    	6988
140    	7282
141    	6936
142    	7002
143    	7016
144    	7185
145    	7181
146    	7242
147    	7365
148    	7188
149    	7198
150    	7382
151    	7520
152    	7450
153    	7467
154    	7553
155    	7584
156    	7509
157    	7534
158    	7797
159    	7813
160    	7618
161    	7829
162    	7872
163    	7893
164    	7773
165    	7854
166    	7850
167    	7660
168    	7954
169    	7833
170    	7829
171    	7833
172    	7880
173    	7846
174    	7702
175    	7802
176    	7682
177    	7685
178    	7796
179    	7711
180    	7640
181    	7361
182    	7296
183    	7229
184    	7108
185    	7059
186    	6819
187    	6802
188    	6527
189    	6323
190    	6279
191    	6238
192    	6092
193    	5826
194    	5662
195    	5580
196    	5610
197    	5341
198    	5334
199    	5304
200    	5204
201    	5382
202    	5367
203    	5515
204    	5548
205    	5665
206    	5841
207    	6250
208    	6277
209    	6664
210    	7125
211    	7422
212    	7789
213    	8258
214    	8717
215    	9283
216    	9904
217    	10439
218    	11004
219    	11592
220    	11996
221    	12538
222    	12807
223    	13094
224    	12913
225    	12840
226    	12814
227    	12612
228    	12354
229    	11903
230    	11480
231    	11042
232    	10400
233    	9919
234    	9039
235    	8935
236    	8266
237    	7993
238    	7629
239    	7505
240    	7102
241    	7052
242    	7004
243    	7032
244    	7168
245    	7225
246    	7574
247    	7753
248    	8101
249    	8350
250    	8478
251    	8715
252    	9147
253    	9237
254    	9229
255    	9140
256    	9161
257    	8888
258    	8773
259    	8422
260    	8118
261    	7772
262    	7338
263    	6810
264    	6299
265    	5895
266    	5386
267    	5078
268    	4457
269    	4090
270    	3572
271    	3299
272    	2938
273    	2702
274    	2339
275    	2083
276    	1739
277    	1498
278    	1363
279    	1202
280    	1032
281    	915
282    	828
