User      	: DESKTOP-OH6NMV2
File Name 	: -----
Real Time 	: 300 Sec
Live Time 	: 296.099 Sec
Dead Time 	: 3.901 Sec
Date      	: 14-10-2025
-------------------------------------------------------------------------------------------------

Channel	Counts
0      	0
1      	0
2      	0
3      	0
4      	1803
5      	2441
6      	2573
7      	2543
8      	2660
9      	2743
10     	2749
11     	2789
12     	2859
13     	2980
14     	3068
15     	3097
16     	3244
17     	3410
18     	3525
19     	3655
20     	3549
21     	3393
22     	3303
23     	3124
24     	3022
25     	2919
26     	2900
27     	2860
28     	2759
29     	2721
30     	2766
31     	2700
32     	2867
33     	2862
34     	2822
35     	2911
36     	2894
37     	2831
38     	2920
39     	2856
40     	2959
41     	2974
42     	2858
43     	2884
44     	2892
45     	2942
46     	2953
47     	2925
48     	3133
49     	3168
50     	3275
51     	3342
52     	3496
53     	3550
54     	3695
55     	3792
56     	3903
57     	3953
58     	4041
59     	4148
60     	4038
61     	4085
62     	3868
63     	3909
64     	3881
65     	3864
66     	3714
67     	3663
68     	3566
69     	3604
70     	3492
71     	3609
72     	3375
73     	3388
74     	3297
75     	3292
76     	3190
77     	3260
78     	3127
79     	3255
80     	3254
81     	3226
82     	3123
83     	3108
84     	3057
85     	3007
86     	2978
87     	2839
88     	2924
89     	2859
90     	2946
91     	2914
92     	2931
93     	2837
94     	3022
95     	2885
96     	2914
97     	2822
98     	2742
99     	2742
100    	2775
101    	2776
102    	2640
103    	2827
104    	2740
105    	2716
106    	2737
107    	2764
108    	2801
109    	2656
110    	2607
111    	2667
112    	2622
113    	2631
114    	2794
115    	2607
116    	2758
117    	2708
118    	2626
119    	2618
120    	2608
121    	2720
122    	2699
123    	2690
124    	2647
125    	2634
126    	2623
127    	2569
128    	2598
129    	2607
130    	2703
131    	2698
132    	2615
133    	2579
134    	2588
135    	2572
136    	2623
137    	2668
138    	2532
139    	2576
140    	2582
141    	2590
142    	2552
143    	2668
144    	2606
145    	2605
146    	2603
147    	2591
148    	2602
149    	2556
150    	2722
151    	2585
152    	2524
153    	2590
154    	2593
155    	2520
156    	2576
157    	2667
158    	2583
159    	2590
160    	2572
161    	2636
162    	2629
163    	2605
164    	2701
165    	2657
166    	2612
167    	2693
168    	2729
169    	2566
170    	2607
171    	2595
172    	2636
173    	2758
174    	2731
175    	2806
176    	2789
177    	2785
178    	2751
179    	2761
180    	2763
181    	2693
182    	2803
183    	2657
184    	2808
185    	2701
186    	2808
187    	2777
188    	2833
189    	2759
190    	2840
191    	2786
192    	2872
193    	2896
194    	2881
195    	2963
196    	2911
197    	2935
198    	2867
199    	2785
200    	2910
201    	2908
202    	3024
203    	3019
204    	2964
205    	2999
206    	2961
207    	2979
208    	3023
209    	3015
210    	3028
211    	3025
212    	2994
213    	2989
214    	3075
215    	3015
216    	2949
217    	3042
218    	3014
219    	3020
220    	3012
221    	3087
222    	3096
223    	3039
224    	2987
225    	2963
226    	3047
227    	2954
228    	2970
229    	2984
230    	2951
231    	2875
232    	2873
233    	2830
234    	2737
235    	2832
236    	2702
237    	2730
238    	2634
239    	2617
240    	2501
241    	2469
242    	2441
243    	2483
244    	2310
245    	2304
246    	2279
247    	2257
248    	2155
249    	2230
250    	2184
251    	1996
252    	2029
253    	1998
254    	2008
255    	2111
256    	2085
257    	2047
258    	2187
259    	2122
260    	2219
261    	2149
262    	2264
263    	2275
264    	2408
265    	2425
266    	2518
267    	2783
268    	2781
269    	2891
270    	3005
271    	3120
272    	3229
273    	3558
274    	3677
275    	3836
276    	4004
277    	4076
278    	4340
279    	4406
280    	4677
281    	4758
282    	4908
283    	4962
284    	5011
285    	4933
286    	4990
287    	4962
288    	4986
289    	4872
290    	4691
291    	4676
292    	4512
293    	4455
294    	4069
295    	4233
296    	3865
297    	3776
298    	3535
299    	3625
300    	3347
301    	3306
302    	3103
303    	3077
304    	2896
305    	2892
306    	2761
307    	2666
308    	2826
309    	2713
310    	2851
311    	2883
312    	2842
313    	2979
314    	2968
315    	3033
316    	3088
317    	3214
318    	3291
319    	3456
320    	3354
321    	3345
322    	3558
323    	3424
324    	3544
325    	3493
326    	3548
327    	3476
328    	3394
329    	3274
330    	3241
331    	3178
332    	2989
333    	2895
334    	2806
335    	2667
336    	2566
337    	2374
338    	2206
339    	2049
340    	1947
341    	1802
342    	1708
343    	1537
344    	1448
345    	1286
346    	1254
347    	1073
348    	1024
349    	897
350    	908
351    	743
352    	638
353    	625
354    	540
355    	488
356    	460
357    	391
358    	359
359    	326
360    	316
361    	253
362    	264
363    	218
364    	207
365    	215
366    	203
367    	200
368    	195
369    	197
370    	171
371    	178
372    	173
373    	186
374    	163
375    	161
376    	159
377    	192
378    	185
379    	156
380    	177
381    	191
382    	174
383    	173
384    	147
385    	167
386    	177
387    	173
388    	172
389    	160
390    	163
391    	176
392    	173
393    	180
394    	150
395    	146
396    	165
397    	163
398    	139
399    	156
400    	143
401    	147
402    	158
403    	161
404    	162
405    	151
406    	161
407    	160
408    	144
409    	159
410    	176
411    	166
412    	136
413    	143
414    	155
415    	128
416    	136
417    	136
418    	141
419    	127
420    	132
421    	122
422    	147
423    	120
424    	159
425    	140
426    	133
427    	135
428    	111
429    	117
430    	137
431    	139
432    	128
433    	131
434    	154
435    	161
436    	127
437    	108
438    	112
439    	135
440    	125
441    	122
442    	114
443    	104
444    	122
445    	134
446    	124
447    	126
448    	124
449    	101
450    	117
451    	119
452    	136
453    	118
454    	112
455    	136
456    	112
457    	141
458    	103
459    	99
460    	120
461    	118
462    	98
463    	114
464    	100
465    	105
466    	121
467    	115
468    	117
469    	114
470    	101
471    	114
472    	109
473    	107
474    	93
475    	105
476    	126
477    	101
478    	102
479    	114
480    	114
481    	120
482    	96
483    	118
484    	98
485    	104
486    	89
487    	89
488    	94
489    	111
490    	98
491    	107
492    	106
493    	120
494    	106
495    	90
496    	104
497    	117
498    	106
499    	94
500    	96
501    	94
502    	96
503    	114
504    	113
505    	82
506    	91
507    	120
508    	92
509    	95
510    	91
511    	110
512    	97
513    	118
514    	92
515    	96
516    	105
517    	69
518    	85
519    	70
520    	86
521    	94
522    	109
523    	94
524    	98
525    	106
526    	87
527    	107
528    	107
529    	90
530    	94
531    	94
532    	106
533    	103
534    	99
535    	104
536    	91
537    	90
538    	88
539    	92
540    	95
541    	91
542    	82
543    	87
544    	82
545    	90
546    	93
547    	86
548    	79
549    	93
550    	67
551    	83
552    	74
553    	82
554    	67
555    	62
556    	72
557    	76
558    	65
559    	56
560    	63
561    	68
562    	54
563    	61
564    	62
565    	66
566    	68
567    	53
568    	64
569    	62
570    	48
571    	65
572    	47
573    	44
574    	55
575    	55
576    	41
577    	45
578    	56
579    	62
580    	47
581    	53
582    	51
583    	37
584    	52
585    	42
586    	30
587    	57
588    	48
589    	42
590    	41
591    	67
592    	61
593    	28
594    	46
595    	58
596    	53
597    	57
598    	55
599    	62
600    	63
601    	73
602    	71
603    	56
604    	72
605    	74
606    	68
607    	67
608    	66
609    	46
610    	73
611    	89
612    	84
613    	81
614    	64
615    	79
616    	69
617    	62
618    	79
619    	74
620    	62
621    	77
622    	69
623    	62
624    	74
625    	77
626    	54
627    	54
628    	74
629    	54
630    	48
631    	51
632    	63
633    	42
634    	43
635    	44
636    	33
637    	38
638    	34
639    	31
640    	25
641    	31
642    	22
643    	23
644    	13
645    	14
646    	18
647    	23
648    	15
649    	16
650    	15
651    	15
652    	10
653    	7
654    	4
655    	8
656    	8
657    	9
658    	8
659    	3
660    	8
661    	4
662    	4
663    	5
664    	3
665    	5
666    	2
667    	5
668    	5
669    	2
670    	2
671    	0
672    	3
673    	2
674    	2
675    	2
676    	5
677    	1
678    	2
679    	2
680    	3
681    	2
682    	1
683    	2
684    	2
685    	0
686    	1
687    	1
688    	1
689    	1
690    	0
691    	1
692    	2
693    	3
694    	1
695    	1
696    	2
697    	1
698    	1
699    	1
700    	3
701    	2
702    	2
703    	1
704    	0
705    	0
706    	0
707    	0
708    	2
709    	1
710    	0
711    	2
712    	1
713    	3
714    	0
715    	2
716    	0
717    	1
718    	2
719    	2
720    	0
721    	2
722    	0
723    	1
724    	4
725    	1
726    	2
727    	1
728    	0
729    	0
730    	1
731    	1
732    	1
733    	0
734    	2
735    	1
736    	0
737    	0
738    	0
739    	1
740    	4
741    	0
742    	2
743    	1
744    	0
745    	3
746    	2
747    	0
748    	2
749    	0
750    	2
751    	0
752    	0
753    	0
754    	0
755    	2
756    	2
757    	1
758    	0
759    	2
760    	0
761    	0
762    	0
763    	1
764    	3
765    	1
766    	0
767    	0
768    	1
769    	1
770    	1
771    	1
772    	1
773    	1
774    	0
775    	1
776    	0
777    	0
778    	0
779    	0
780    	1
781    	2
782    	0
783    	0
784    	0
785    	0
786    	1
787    	0
788    	0
789    	0
790    	1
791    	0
792    	1
793    	0
794    	1
795    	0
796    	0
797    	1
798    	0
799    	0
800    	0
801    	0
802    	0
803    	1
804    	0
805    	1
806    	0
807    	0
808    	1
809    	0
810    	0
811    	0
812    	0
813    	0
814    	0
815    	0
816    	0
817    	0
818    	0
819    	0
820    	1
821    	1
822    	0
823    	0
824    	1
825    	0
826    	0
827    	0
828    	0
829    	1
830    	1
831    	2
832    	0
833    	0
834    	1
835    	1
836    	0
837    	0
838    	1
839    	1
840    	0
841    	0
842    	1
843    	0
844    	2
845    	0
846    	1
847    	0
848    	0
849    	0
850    	1
851    	0
852    	0
853    	0
854    	1
855    	1
856    	0
857    	0
858    	0
859    	1
860    	0
861    	0
862    	0
863    	0
864    	0
865    	0
866    	0
867    	0
868    	0
869    	1
870    	0
871    	1
872    	0
873    	0
874    	1
875    	1
876    	0
877    	0
878    	0
879    	0
880    	0
881    	1
882    	0
883    	0
884    	0
885    	0
886    	0
887    	0
888    	0
889    	0
890    	0
891    	0
892    	1
893    	0
894    	0
895    	0
896    	0
897    	0
898    	0
899    	0
900    	0
901    	0
902    	0
903    	1
904    	0
905    	1
906    	0
907    	1
908    	0
909    	0
910    	0
911    	0
912    	0
913    	0
914    	0
915    	0
916    	1
917    	0
918    	0
919    	0
920    	0
921    	0
922    	0
923    	1
924    	0
925    	0
926    	0
927    	0
928    	0
929    	0
930    	0
931    	0
932    	0
933    	0
934    	0
935    	0
936    	1
937    	0
938    	0
939    	0
940    	0
941    	1
942    	0
943    	0
944    	0
945    	0
946    	0
947    	0
948    	0
949    	0
950    	0
951    	0
952    	0
953    	0
954    	0
