User      	: DESKTOP-OH6NMV2
File Name 	: -----
Real Time 	: 300 Sec
Live Time 	: 297.864 Sec
Dead Time 	: 2.136 Sec
Date      	: 14-10-2025
-------------------------------------------------------------------------------------------------

Channel	Counts
0      	0
1      	0
2      	0
3      	0
4      	2773
5      	3506
6      	4046
7      	4646
8      	5109
9      	5383
10     	5533
11     	5357
12     	5080
13     	4911
14     	4952
15     	4745
16     	5021
17     	4959
18     	5152
19     	5304
20     	5201
21     	5099
22     	5170
23     	5291
24     	5295
25     	5441
26     	5596
27     	6042
28     	6523
29     	6809
30     	6886
31     	7054
32     	7062
33     	7006
34     	7042
35     	6704
36     	6900
37     	6504
38     	6467
39     	6195
40     	5933
41     	5864
42     	5948
43     	5748
44     	5741
45     	5582
46     	5580
47     	5395
48     	5380
49     	5228
50     	5208
51     	5200
52     	5202
53     	5305
54     	5018
55     	4956
56     	5007
57     	4892
58     	4887
59     	4841
60     	4832
61     	4842
62     	4753
63     	4826
64     	4853
65     	4806
66     	4723
67     	4798
68     	4758
69     	4744
70     	4710
71     	4687
72     	4712
73     	4688
74     	4672
75     	4729
76     	4697
77     	4719
78     	4730
79     	4778
80     	4650
81     	4784
82     	4780
83     	4661
84     	4742
85     	4779
86     	4724
87     	4700
88     	4729
89     	4748
90     	4682
91     	4872
92     	4874
93     	4910
94     	4835
95     	4900
96     	5015
97     	4952
98     	4943
99     	4988
100    	5074
101    	5032
102    	5054
103    	5280
104    	5252
105    	5345
106    	5165
107    	5396
108    	5415
109    	5327
110    	5389
111    	5602
112    	5485
113    	5346
114    	5459
115    	5611
116    	5478
117    	5632
118    	5509
119    	5428
120    	5503
121    	5500
122    	5513
123    	5445
124    	5196
125    	5417
126    	5258
127    	5151
128    	4984
129    	5008
130    	4848
131    	4731
132    	4621
133    	4396
134    	4333
135    	4209
136    	4034
137    	3905
138    	3829
139    	3826
140    	3744
141    	3830
142    	3909
143    	4181
144    	4329
145    	4445
146    	4824
147    	5288
148    	5710
149    	6246
150    	6658
151    	7288
152    	7585
153    	8312
154    	8551
155    	8907
156    	9016
157    	8960
158    	8772
159    	8638
160    	8257
161    	7659
162    	7175
163    	6874
164    	6408
165    	5918
166    	5639
167    	5283
168    	5260
169    	5200
170    	5209
171    	5436
172    	5529
173    	5714
174    	5988
175    	6175
176    	6081
177    	6400
178    	6413
179    	6217
180    	6252
181    	5590
182    	5475
183    	4947
184    	4538
185    	4128
186    	3716
187    	3301
188    	2890
189    	2441
190    	2067
191    	1710
192    	1521
193    	1233
194    	949
195    	862
196    	692
197    	590
198    	494
199    	445
200    	437
201    	390
202    	343
203    	375
204    	374
205    	334
206    	359
207    	290
208    	343
209    	332
210    	256
211    	288
212    	322
213    	300
214    	304
215    	306
216    	292
217    	310
218    	293
219    	261
220    	290
221    	263
222    	298
223    	278
224    	276
225    	271
226    	270
227    	261
228    	222
229    	280
230    	268
231    	244
232    	234
233    	249
234    	250
235    	228
236    	229
237    	238
238    	253
239    	232
240    	241
241    	225
242    	206
243    	239
244    	243
245    	232
246    	221
247    	209
248    	216
249    	240
250    	221
251    	216
252    	238
253    	178
254    	212
255    	213
256    	205
257    	220
258    	192
259    	200
260    	178
261    	196
262    	203
263    	200
264    	193
265    	175
266    	190
267    	180
268    	193
269    	168
270    	196
271    	189
272    	182
273    	154
274    	187
275    	208
276    	175
277    	202
278    	190
279    	183
280    	178
281    	183
282    	177
283    	185
284    	157
285    	154
286    	173
287    	155
288    	165
289    	185
290    	181
291    	155
292    	180
293    	171
294    	155
295    	166
296    	168
297    	165
298    	174
299    	157
300    	159
301    	167
302    	134
303    	142
304    	125
305    	122
306    	136
307    	107
308    	113
309    	123
310    	102
311    	126
312    	116
313    	106
314    	97
315    	103
316    	79
317    	82
318    	84
319    	86
320    	100
321    	90
322    	87
323    	92
324    	104
325    	98
326    	97
327    	98
328    	84
329    	108
330    	103
331    	130
332    	132
333    	128
334    	129
335    	122
336    	153
337    	129
338    	119
339    	165
340    	133
341    	133
342    	119
343    	100
344    	102
345    	95
346    	104
347    	80
348    	67
349    	59
350    	53
351    	70
352    	45
353    	45
354    	46
355    	30
356    	34
357    	18
358    	27
359    	16
360    	18
361    	14
362    	17
363    	12
364    	6
365    	5
366    	4
367    	6
368    	5
369    	1
370    	1
371    	3
372    	2
373    	3
374    	3
375    	2
376    	3
377    	1
378    	2
379    	2
380    	3
381    	0
382    	1
383    	1
384    	1
385    	2
386    	1
387    	3
388    	2
389    	1
390    	1
391    	4
392    	1
393    	0
394    	3
395    	0
396    	2
397    	1
398    	1
399    	0
400    	2
401    	0
402    	1
403    	4
404    	0
405    	0
406    	2
407    	2
408    	2
409    	2
410    	1
411    	2
412    	1
413    	1
414    	1
415    	2
416    	2
417    	1
418    	3
419    	1
420    	1
421    	0
422    	0
423    	2
424    	1
425    	0
426    	1
427    	0
428    	0
429    	2
430    	3
431    	2
432    	1
433    	1
434    	1
435    	0
436    	4
437    	0
438    	1
439    	1
440    	1
441    	1
442    	1
443    	1
444    	1
445    	0
446    	2
447    	0
448    	0
449    	1
450    	0
451    	0
452    	0
453    	0
454    	0
455    	0
456    	1
457    	0
458    	2
459    	1
460    	1
461    	1
462    	0
463    	1
464    	0
465    	0
466    	1
467    	0
468    	2
469    	0
470    	0
471    	0
472    	0
473    	2
474    	0
475    	1
476    	0
477    	1
478    	0
479    	0
480    	1
481    	0
482    	0
483    	0
484    	0
485    	0
486    	1
487    	2
488    	0
489    	1
490    	0
491    	0
492    	0
493    	1
494    	0
495    	0
496    	0
497    	1
498    	0
499    	0
500    	0
501    	0
502    	0
503    	0
504    	0
505    	0
506    	0
507    	0
508    	0
509    	0
510    	0
511    	0
512    	1
513    	0
514    	0
515    	0
516    	0
517    	0
518    	0
519    	0
520    	0
521    	0
522    	0
523    	0
524    	0
525    	0
526    	1
527    	0
528    	0
529    	0
530    	0
531    	0
532    	0
533    	0
534    	0
535    	0
536    	0
537    	0
538    	2
539    	0
540    	0
541    	0
542    	0
543    	0
544    	1
545    	0
546    	0
547    	0
548    	0
549    	0
550    	0
551    	1
552    	0
553    	0
554    	0
555    	0
556    	0
557    	0
558    	0
559    	0
560    	0
561    	0
562    	1
563    	0
564    	0
565    	1
566    	0
567    	1
568    	0
569    	1
570    	0
571    	0
572    	0
573    	0
574    	1
575    	0
576    	0
577    	0
578    	1
579    	0
580    	0
581    	0
582    	0
583    	0
584    	0
585    	0
586    	0
587    	0
588    	0
589    	0
590    	1
591    	0
592    	0
593    	0
594    	0
595    	0
596    	0
597    	0
598    	0
599    	0
600    	0
601    	1
602    	0
603    	0
604    	1
605    	0
606    	0
607    	0
608    	0
609    	0
610    	0
611    	0
612    	0
613    	0
614    	0
615    	1
616    	0
617    	0
618    	0
619    	0
620    	1
621    	0
622    	0
623    	0
624    	0
625    	0
626    	0
627    	0
628    	0
629    	0
630    	0
631    	0
632    	0
633    	0
634    	0
635    	0
636    	0
637    	1
638    	0
639    	0
640    	0
641    	0
642    	0
643    	0
644    	0
645    	0
646    	0
647    	0
648    	0
649    	0
650    	1
651    	0
652    	0
653    	0
654    	0
655    	0
656    	0
657    	0
658    	0
659    	0
660    	1
661    	0
662    	0
663    	0
664    	0
665    	0
666    	0
667    	0
668    	0
669    	0
670    	0
671    	0
672    	0
673    	0
674    	0
675    	0
676    	0
677    	0
678    	0
679    	0
680    	0
681    	0
682    	0
683    	0
684    	0
685    	0
686    	0
687    	0
688    	0
689    	0
690    	0
691    	0
692    	0
693    	0
694    	0
695    	0
696    	0
697    	0
698    	0
699    	0
700    	0
701    	0
702    	0
703    	0
704    	0
705    	0
706    	0
707    	0
708    	0
709    	0
710    	0
711    	0
712    	0
713    	0
714    	0
715    	0
716    	0
717    	0
718    	0
719    	0
720    	0
721    	0
722    	0
723    	0
724    	0
725    	0
726    	0
727    	0
728    	0
729    	1
730    	0
731    	0
732    	0
733    	0
734    	0
735    	0
736    	0
737    	0
738    	0
739    	0
740    	0
741    	0
742    	0
743    	0
744    	0
745    	0
746    	0
747    	0
748    	0
749    	0
750    	0
751    	0
752    	0
753    	0
754    	0
755    	0
756    	0
757    	0
758    	0
759    	0
760    	0
761    	0
762    	0
763    	0
764    	0
765    	0
766    	0
767    	0
768    	0
769    	0
770    	0
771    	0
772    	0
773    	0
774    	0
775    	0
776    	0
777    	0
778    	0
779    	0
780    	0
781    	0
782    	0
783    	0
784    	0
785    	0
786    	0
787    	0
788    	0
789    	0
790    	0
791    	1
792    	0
793    	0
794    	0
795    	0
796    	0
797    	0
798    	0
799    	0
800    	0
801    	0
802    	0
803    	0
804    	0
805    	0
806    	0
807    	0
808    	0
809    	0
810    	0
811    	0
812    	0
813    	0
814    	0
815    	0
816    	0
817    	0
818    	0
819    	0
820    	0
821    	0
822    	0
823    	0
824    	0
825    	0
826    	0
827    	0
828    	1
829    	0
830    	1
831    	0
832    	0
833    	0
834    	0
835    	0
836    	0
837    	0
838    	0
839    	0
840    	0
841    	0
842    	0
843    	0
844    	0
845    	0
846    	0
847    	0
848    	0
849    	0
850    	0
851    	0
852    	0
853    	0
854    	0
855    	0
856    	0
857    	0
858    	0
859    	0
860    	0
861    	0
862    	0
863    	1
864    	0
865    	0
866    	0
867    	0
868    	0
869    	0
870    	0
871    	0
872    	0
873    	0
874    	0
875    	0
876    	0
877    	0
878    	0
879    	0
880    	0
881    	0
882    	0
883    	0
884    	0
885    	0
886    	0
887    	0
888    	0
889    	0
890    	0
891    	0
892    	0
893    	0
894    	0
895    	0
896    	0
897    	0
898    	0
899    	0
900    	0
901    	0
902    	0
903    	0
904    	0
905    	0
906    	1
907    	0
908    	0
909    	0
910    	0
911    	0
912    	0
913    	0
914    	0
915    	0
916    	0
917    	0
918    	0
919    	0
920    	0
921    	0
922    	0
923    	0
924    	0
925    	0
926    	0
927    	0
928    	0
929    	0
930    	0
931    	0
932    	0
933    	1
934    	0
935    	0
936    	0
937    	0
938    	0
939    	0
940    	0
941    	0
942    	0
943    	0
944    	0
945    	0
946    	0
947    	0
948    	0
949    	0
950    	0
951    	0
952    	1
953    	0
954    	0
955    	0
956    	0
957    	0
958    	0
959    	0
960    	0
961    	0
962    	0
963    	0
964    	0
965    	0
966    	0
967    	0
968    	0
969    	0
970    	0
971    	0
972    	0
973    	0
974    	0
975    	0
976    	0
977    	0
978    	0
979    	0
980    	0
981    	0
982    	0
983    	0
984    	0
985    	0
