User      	: DESKTOP-OH6NMV2
File Name 	: -----
Real Time 	: 300 Sec
Live Time 	: 296.639 Sec
Dead Time 	: 3.361 Sec
Date      	: 14-10-2025
-------------------------------------------------------------------------------------------------

Channel	Counts
0      	0
1      	0
2      	0
3      	0
4      	1782
5      	2375
6      	2583
7      	2800
8      	2947
9      	3247
10     	3135
11     	3244
12     	3512
13     	3597
14     	3777
15     	4033
16     	4031
17     	4039
18     	3999
19     	3736
20     	3590
21     	3501
22     	3412
23     	3266
24     	3203
25     	3212
26     	3205
27     	3230
28     	3286
29     	3313
30     	3392
31     	3447
32     	3330
33     	3438
34     	3366
35     	3490
36     	3369
37     	3374
38     	3338
39     	3609
40     	3452
41     	3593
42     	3763
43     	3832
44     	3938
45     	4045
46     	4354
47     	4443
48     	4533
49     	4628
50     	4723
51     	4755
52     	4630
53     	4717
54     	4657
55     	4491
56     	4363
57     	4339
58     	4313
59     	4233
60     	4209
61     	4067
62     	4011
63     	4028
64     	3955
65     	3902
66     	3808
67     	3752
68     	3722
69     	3758
70     	3565
71     	3611
72     	3658
73     	3567
74     	3444
75     	3391
76     	3556
77     	3388
78     	3286
79     	3260
80     	3351
81     	3387
82     	3317
83     	3343
84     	3271
85     	3274
86     	3146
87     	3138
88     	3147
89     	3230
90     	3100
91     	3198
92     	3185
93     	3123
94     	3141
95     	3170
96     	3049
97     	3105
98     	3077
99     	3181
100    	3072
101    	3139
102    	3059
103    	3067
104    	2940
105    	3013
106    	3083
107    	3092
108    	3042
109    	3092
110    	3010
111    	3026
112    	2927
113    	3056
114    	2989
115    	2926
116    	3089
117    	3049
118    	3000
119    	3007
120    	2980
121    	2929
122    	3026
123    	2998
124    	3021
125    	3020
126    	2917
127    	2955
128    	3019
129    	3120
130    	2969
131    	3048
132    	3136
133    	3073
134    	3029
135    	3110
136    	3031
137    	3032
138    	3012
139    	3036
140    	3036
141    	3053
142    	3076
143    	3075
144    	3126
145    	3155
146    	3143
147    	3044
148    	3298
149    	3190
150    	3189
151    	3306
152    	3186
153    	3235
154    	3123
155    	3293
156    	3148
157    	3240
158    	3171
159    	3280
160    	3315
161    	3308
162    	3384
163    	3258
164    	3277
165    	3410
166    	3279
167    	3377
168    	3395
169    	3513
170    	3310
171    	3446
172    	3490
173    	3514
174    	3564
175    	3387
176    	3579
177    	3421
178    	3502
179    	3523
180    	3676
181    	3447
182    	3508
183    	3547
184    	3459
185    	3610
186    	3426
187    	3639
188    	3484
189    	3550
190    	3491
191    	3527
192    	3465
193    	3500
194    	3522
195    	3436
196    	3488
197    	3465
198    	3408
199    	3239
200    	3319
201    	3207
202    	3174
203    	3060
204    	3271
205    	2954
206    	2971
207    	2926
208    	2787
209    	2835
210    	2799
211    	2685
212    	2597
213    	2575
214    	2569
215    	2495
216    	2461
217    	2484
218    	2373
219    	2368
220    	2453
221    	2493
222    	2579
223    	2460
224    	2539
225    	2680
226    	2740
227    	2937
228    	3085
229    	3141
230    	3306
231    	3614
232    	3780
233    	3930
234    	4210
235    	4272
236    	4412
237    	4759
238    	4921
239    	5321
240    	5300
241    	5596
242    	5788
243    	5779
244    	5780
245    	5724
246    	5831
247    	5792
248    	5617
249    	5419
250    	5442
251    	5096
252    	4910
253    	4704
254    	4417
255    	4393
256    	4208
257    	3994
258    	3909
259    	3832
260    	3479
261    	3386
262    	3305
263    	3322
264    	3230
265    	3243
266    	3258
267    	3319
268    	3355
269    	3389
270    	3613
271    	3645
272    	3593
273    	3988
274    	3912
275    	3975
276    	4118
277    	4083
278    	4057
279    	4072
280    	4097
281    	4159
282    	4047
283    	3751
284    	3514
285    	3411
286    	3198
287    	3179
288    	2857
289    	2720
290    	2581
291    	2395
292    	2195
293    	2035
294    	1861
295    	1768
296    	1557
297    	1413
298    	1257
299    	1135
300    	954
301    	883
302    	797
303    	718
304    	671
305    	523
306    	419
307    	423
308    	398
309    	371
310    	298
311    	293
312    	272
313    	275
314    	225
315    	245
316    	241
317    	224
318    	241
319    	212
320    	224
321    	191
322    	221
323    	198
324    	184
325    	192
326    	228
327    	207
328    	232
329    	221
330    	206
331    	181
332    	213
333    	199
334    	196
335    	205
336    	197
337    	212
338    	171
339    	182
340    	192
341    	205
342    	180
343    	161
344    	163
345    	164
346    	180
347    	194
348    	177
349    	170
350    	176
351    	179
352    	172
353    	192
354    	175
355    	159
356    	169
357    	169
358    	159
359    	172
360    	169
361    	132
362    	175
363    	157
364    	157
365    	156
366    	167
367    	162
368    	152
369    	148
370    	160
371    	157
372    	134
373    	138
374    	171
375    	153
376    	155
377    	131
378    	160
379    	150
380    	149
381    	171
382    	143
383    	148
384    	143
385    	148
386    	145
387    	157
388    	149
389    	148
390    	135
391    	130
392    	137
393    	139
394    	147
395    	130
396    	148
397    	125
398    	145
399    	147
400    	120
401    	130
402    	138
403    	136
404    	134
405    	117
406    	137
407    	119
408    	141
409    	115
410    	119
411    	120
412    	125
413    	128
414    	136
415    	113
416    	104
417    	138
418    	119
419    	122
420    	121
421    	127
422    	120
423    	122
424    	115
425    	117
426    	122
427    	110
428    	116
429    	139
430    	123
431    	139
432    	110
433    	125
434    	111
435    	123
436    	130
437    	110
438    	86
439    	116
440    	108
441    	128
442    	122
443    	109
444    	114
445    	124
446    	96
447    	112
448    	121
449    	104
450    	120
451    	103
452    	110
453    	116
454    	110
455    	91
456    	97
457    	114
458    	106
459    	116
460    	124
461    	99
462    	106
463    	91
464    	103
465    	114
466    	100
467    	91
468    	95
469    	102
470    	94
471    	95
472    	95
473    	96
474    	94
475    	90
476    	83
477    	90
478    	101
479    	84
480    	86
481    	77
482    	70
483    	64
484    	68
485    	79
486    	82
487    	68
488    	74
489    	59
490    	62
491    	68
492    	67
493    	50
494    	48
495    	50
496    	52
497    	52
498    	61
499    	50
500    	52
501    	52
502    	48
503    	72
504    	47
505    	65
506    	57
507    	55
508    	39
509    	71
510    	67
511    	65
512    	68
513    	66
514    	69
515    	72
516    	73
517    	96
518    	88
519    	83
520    	93
521    	77
522    	85
523    	107
524    	91
525    	108
526    	83
527    	96
528    	81
529    	87
530    	82
531    	89
532    	105
533    	80
534    	96
535    	90
536    	95
537    	78
538    	60
539    	70
540    	79
541    	60
542    	62
543    	52
544    	32
545    	43
546    	43
547    	46
548    	51
549    	28
550    	34
551    	43
552    	37
553    	25
554    	27
555    	19
556    	26
557    	18
558    	14
559    	12
560    	13
561    	18
562    	10
563    	11
564    	7
565    	7
566    	9
567    	4
568    	7
569    	7
570    	3
571    	5
572    	2
573    	9
574    	3
575    	3
576    	2
577    	4
578    	1
579    	2
580    	2
581    	1
582    	2
583    	1
584    	0
585    	2
586    	3
587    	0
588    	3
589    	4
590    	4
591    	1
592    	4
593    	1
594    	1
595    	4
596    	1
597    	0
598    	2
599    	1
600    	0
601    	2
602    	0
603    	2
604    	0
605    	2
606    	2
607    	2
608    	0
609    	0
610    	1
611    	1
612    	1
613    	4
614    	2
615    	1
616    	1
617    	2
618    	0
619    	3
620    	3
621    	2
622    	2
623    	0
624    	0
625    	1
626    	2
627    	0
628    	1
629    	0
630    	1
631    	1
632    	1
633    	0
634    	2
635    	3
636    	1
637    	3
638    	4
639    	4
640    	3
641    	2
642    	0
643    	1
644    	0
645    	2
646    	1
647    	2
648    	1
649    	0
650    	1
651    	1
652    	0
653    	0
654    	2
655    	0
656    	0
657    	2
658    	0
659    	1
660    	1
661    	0
662    	0
663    	0
664    	0
665    	0
666    	0
667    	3
668    	2
669    	3
670    	0
671    	3
672    	1
673    	2
674    	1
675    	1
676    	1
677    	1
678    	1
679    	0
680    	0
681    	2
682    	1
683    	1
684    	0
685    	0
686    	1
687    	0
688    	1
689    	0
690    	0
691    	0
692    	0
693    	1
694    	0
695    	0
696    	0
697    	1
698    	0
699    	0
700    	1
701    	0
702    	1
703    	1
704    	0
705    	0
706    	1
707    	1
708    	0
709    	2
710    	2
711    	1
712    	1
713    	0
714    	0
715    	0
716    	0
717    	0
718    	0
719    	0
720    	0
721    	0
722    	0
723    	0
724    	0
725    	0
726    	0
727    	0
728    	1
729    	0
730    	0
731    	1
732    	0
733    	0
734    	1
735    	0
736    	0
737    	0
738    	0
739    	0
740    	0
741    	0
742    	0
743    	0
744    	1
745    	0
746    	1
747    	0
748    	0
749    	0
750    	0
751    	0
752    	0
753    	0
754    	1
755    	0
756    	0
757    	0
758    	0
759    	2
760    	1
761    	0
762    	0
763    	1
764    	0
765    	0
766    	0
767    	0
768    	0
769    	0
770    	0
771    	0
772    	0
773    	0
774    	0
775    	0
776    	0
777    	0
778    	0
779    	0
780    	0
781    	0
782    	1
783    	0
784    	0
785    	0
786    	0
787    	0
788    	0
789    	0
790    	0
791    	1
792    	0
793    	1
794    	0
795    	0
796    	0
797    	0
798    	0
799    	0
800    	0
801    	0
802    	0
803    	0
804    	0
805    	0
806    	0
807    	0
808    	0
809    	0
810    	0
811    	1
812    	0
813    	0
814    	0
815    	0
816    	0
817    	0
818    	0
819    	0
820    	0
821    	0
822    	1
823    	0
824    	0
825    	0
826    	0
827    	0
828    	0
829    	0
830    	0
831    	0
832    	0
833    	1
834    	0
835    	0
836    	0
837    	0
838    	0
839    	0
840    	0
841    	0
842    	0
843    	0
844    	0
845    	0
846    	0
847    	0
848    	0
849    	0
850    	0
851    	0
852    	0
853    	0
854    	0
855    	0
856    	0
857    	0
858    	0
859    	0
860    	0
861    	0
862    	0
863    	0
864    	0
865    	0
866    	0
867    	0
868    	0
869    	0
870    	0
871    	0
872    	0
873    	0
874    	0
875    	0
876    	0
877    	0
878    	0
879    	0
880    	0
881    	0
882    	1
883    	1
884    	0
885    	0
886    	1
887    	0
888    	0
889    	0
890    	0
891    	0
892    	0
893    	0
894    	0
895    	0
896    	0
897    	0
898    	0
899    	0
900    	0
901    	0
902    	0
903    	0
904    	0
905    	0
906    	0
907    	0
908    	0
909    	0
910    	0
911    	0
912    	0
913    	0
914    	0
915    	0
916    	0
917    	0
918    	0
919    	0
920    	0
921    	1
922    	0
923    	0
924    	0
925    	0
926    	0
927    	0
928    	0
929    	0
930    	0
931    	0
932    	0
933    	0
934    	0
935    	0
936    	0
937    	0
938    	0
939    	0
940    	0
941    	0
942    	0
943    	0
944    	0
945    	0
946    	0
947    	0
948    	0
949    	0
950    	0
951    	0
952    	1
953    	0
954    	0
955    	0
956    	0
957    	0
958    	0
959    	0
960    	0
961    	0
962    	0
963    	0
964    	0
